doc_id,department,queue_position,patients_ahead,hour_of_day,day_of_week,avg_consultation_time,active_priority_count,historical_delay_factor,no_show_rate,actual_wait_minutes
DOC_110,Pediatrics,11,10,15,0,16.7,0,1.24,0.06,253.4
DOC_107,Cardiology,5,4,11,5,15.0,1,1.16,0.07,115.3
DOC_104,Orthopedics,7,6,12,3,22.2,0,0.91,0.09,118.2
DOC_114,Orthopedics,10,9,11,5,22.4,1,1.01,0.11,271.8
DOC_110,Neurology,8,7,11,1,29.1,0,1.44,0.13,336.7
DOC_114,Cardiology,19,18,15,1,16.9,2,1.1,0.13,392.0
DOC_108,Orthopedics,1,0,11,3,18.5,0,0.99,0.15,1.9
DOC_106,Neurology,23,22,9,3,24.5,1,1.32,0.07,909.3
DOC_107,Cardiology,21,20,15,4,14.9,0,1.4,0.17,419.0
DOC_108,Neurology,7,6,17,5,24.0,0,1.32,0.17,176.5
DOC_112,Neurology,10,9,8,2,28.5,0,0.83,0.11,198.3
DOC_100,Orthopedics,19,18,10,5,17.9,0,1.26,0.08,486.7
DOC_105,Neurology,4,3,8,2,25.7,0,1.46,0.11,108.1
DOC_112,Pediatrics,19,18,10,1,13.0,0,1.21,0.14,328.6
DOC_106,Orthopedics,5,4,12,4,17.4,3,1.49,0.15,187.3
DOC_100,Pediatrics,11,10,16,4,17.1,0,1.27,0.11,210.8
DOC_106,Orthopedics,9,8,12,0,18.0,0,0.99,0.07,153.7
DOC_106,Dermatology,22,21,10,0,8.0,1,0.92,0.05,227.4
DOC_100,Orthopedics,22,21,12,5,20.5,0,1.14,0.11,465.5
DOC_112,Pediatrics,4,3,8,2,10.0,0,1.05,0.06,32.4
DOC_107,General Medicine,20,19,15,5,12.6,0,0.95,0.18,227.1
DOC_114,Orthopedics,9,8,17,3,15.3,0,1.28,0.14,149.2
DOC_108,General Medicine,7,6,10,3,14.5,1,1.4,0.19,165.3
DOC_102,Neurology,12,11,9,2,23.0,0,0.99,0.07,301.5
DOC_103,General Medicine,8,7,9,3,16.0,0,1.36,0.1,181.0
DOC_107,General Medicine,7,6,10,3,13.5,0,0.84,0.08,80.4
DOC_105,Dermatology,24,23,9,5,10.8,0,1.01,0.13,290.0
DOC_113,General Medicine,14,13,10,3,19.5,0,1.14,0.06,350.0
DOC_106,Pediatrics,13,12,10,1,11.4,0,1.34,0.18,200.4
DOC_114,General Medicine,18,17,11,0,11.4,0,1.14,0.18,287.3
DOC_106,Cardiology,23,22,12,2,19.2,1,0.89,0.08,384.2
DOC_100,Cardiology,14,13,12,3,20.8,3,1.45,0.16,460.4
DOC_110,Neurology,3,2,9,1,25.7,2,1.22,0.14,162.3
DOC_106,Neurology,3,2,16,2,23.9,0,1.31,0.14,54.7
DOC_104,Neurology,20,19,9,5,25.4,1,1.24,0.14,735.1
DOC_100,Dermatology,4,3,10,4,8.0,0,1.14,0.19,28.8
DOC_112,Neurology,15,14,15,4,27.1,0,1.33,0.07,536.3
DOC_101,Neurology,7,6,16,1,30.8,0,1.38,0.08,239.9
DOC_104,Neurology,8,7,9,0,23.2,0,1.34,0.07,298.0
DOC_103,Neurology,22,21,17,3,18.7,0,1.11,0.09,422.3
DOC_114,Dermatology,8,7,10,5,10.3,0,1.23,0.08,107.6
DOC_102,Orthopedics,1,0,9,4,23.7,1,1.38,0.19,50.0
DOC_105,Pediatrics,19,18,11,0,18.4,0,1.09,0.09,492.7
DOC_104,Orthopedics,6,5,12,5,21.6,0,1.23,0.14,129.5
DOC_103,Dermatology,4,3,16,3,14.0,0,1.18,0.1,46.2
DOC_111,Neurology,14,13,8,2,23.0,1,0.86,0.2,257.3
DOC_100,Dermatology,4,3,9,2,10.6,0,0.91,0.14,29.6
DOC_107,Neurology,3,2,9,5,27.5,0,1.43,0.15,90.6
DOC_107,Pediatrics,3,2,14,0,13.3,0,0.95,0.15,26.5
DOC_109,Pediatrics,12,11,15,0,13.8,0,1.31,0.19,231.0
DOC_104,Cardiology,21,20,14,0,20.7,0,1.28,0.19,607.6
DOC_113,Dermatology,24,23,9,4,14.3,0,0.83,0.08,332.4
DOC_106,Dermatology,3,2,11,2,9.3,0,1.19,0.19,25.7
DOC_107,Orthopedics,13,12,8,4,17.6,0,1.49,0.08,302.4
DOC_108,Orthopedics,19,18,12,3,22.5,0,1.41,0.17,524.6
DOC_107,General Medicine,9,8,8,1,13.6,0,1.04,0.06,104.4
DOC_103,Cardiology,8,7,17,0,18.8,0,1.2,0.1,179.1
DOC_104,Cardiology,17,16,10,1,18.5,0,1.38,0.1,486.5
DOC_112,Neurology,8,7,14,5,21.1,1,1.35,0.09,246.4
DOC_107,Orthopedics,2,1,8,4,17.6,0,0.97,0.15,13.1
DOC_101,Pediatrics,14,13,8,3,16.6,0,1.23,0.19,239.5
DOC_111,Orthopedics,4,3,12,1,17.4,1,1.37,0.14,91.7
DOC_100,Orthopedics,4,3,10,1,17.8,0,0.99,0.08,65.3
DOC_113,Dermatology,16,15,8,4,10.6,0,1.16,0.16,169.9
DOC_102,Neurology,2,1,15,3,22.4,2,1.24,0.14,94.8
DOC_102,Neurology,5,4,14,3,25.6,0,1.43,0.15,154.7
DOC_113,Neurology,6,5,9,1,25.8,0,1.18,0.09,180.4
DOC_109,Dermatology,3,2,15,2,13.0,3,1.48,0.11,112.1
DOC_108,Orthopedics,6,5,10,0,21.9,0,1.35,0.09,198.8
DOC_110,Pediatrics,23,22,10,1,15.2,0,1.46,0.08,584.7
DOC_102,General Medicine,23,22,10,3,12.9,0,1.2,0.12,396.6
DOC_109,Neurology,23,22,14,0,27.8,0,1.22,0.07,914.7
DOC_102,Orthopedics,12,11,8,1,19.5,0,0.83,0.14,164.3
DOC_101,Orthopedics,6,5,14,2,18.2,0,0.83,0.14,75.8
DOC_112,Dermatology,15,14,9,5,12.1,0,0.87,0.11,175.6
DOC_110,Cardiology,4,3,14,4,17.9,0,0.94,0.06,50.1
DOC_114,Dermatology,14,13,14,4,9.0,1,1.33,0.16,169.2
DOC_114,Dermatology,13,12,11,4,13.5,1,0.91,0.07,201.9
DOC_105,Dermatology,18,17,8,3,9.0,0,1.04,0.17,144.7
DOC_110,Neurology,9,8,9,2,21.2,0,1.41,0.17,269.7
DOC_103,Cardiology,5,4,9,5,17.1,0,0.86,0.06,71.7
DOC_111,Pediatrics,7,6,9,1,14.8,1,1.26,0.14,155.2
DOC_112,Orthopedics,2,1,10,0,12.9,0,1.25,0.05,15.4
DOC_114,Orthopedics,21,20,14,1,16.0,0,0.98,0.12,322.9
DOC_110,Dermatology,21,20,14,1,13.7,0,1.16,0.06,335.3
DOC_110,Pediatrics,12,11,9,2,17.7,0,1.22,0.15,276.2
DOC_111,Neurology,10,9,12,0,20.0,0,1.32,0.08,260.5
DOC_104,Neurology,20,19,14,2,25.9,1,1.04,0.12,559.8
DOC_101,Dermatology,9,8,12,0,10.7,0,0.82,0.14,68.0
DOC_100,Orthopedics,2,1,12,5,14.2,0,1.36,0.14,18.6
DOC_103,General Medicine,14,13,8,1,14.8,0,1.36,0.18,237.4
DOC_105,Neurology,14,13,14,4,22.0,2,1.35,0.15,471.6
DOC_103,Dermatology,13,12,9,2,11.7,2,1.03,0.07,210.0
DOC_106,Neurology,13,12,15,4,22.3,0,0.89,0.06,258.2
DOC_108,Neurology,13,12,15,2,25.7,0,1.42,0.05,471.9
DOC_102,Cardiology,23,22,14,4,16.5,2,1.2,0.13,498.7
DOC_105,Cardiology,5,4,10,0,24.7,0,1.14,0.07,152.4
DOC_110,Neurology,16,15,17,5,29.3,0,1.02,0.12,412.7
DOC_100,Cardiology,8,7,10,2,23.4,0,1.32,0.15,249.9
DOC_111,Dermatology,7,6,15,5,8.0,3,0.86,0.17,69.3
DOC_112,Dermatology,15,14,12,5,9.7,0,0.96,0.13,125.6
DOC_109,Orthopedics,9,8,8,2,25.7,1,1.48,0.12,327.5
DOC_106,Neurology,11,10,8,2,24.8,0,1.08,0.14,248.5
DOC_100,Pediatrics,15,14,10,2,11.7,2,1.5,0.16,333.5
DOC_105,Neurology,5,4,8,0,26.4,3,1.38,0.1,303.2
DOC_103,Neurology,7,6,10,2,26.9,0,1.19,0.17,220.3
DOC_101,Dermatology,22,21,11,0,8.0,0,0.91,0.15,206.6
DOC_100,Orthopedics,13,12,9,0,11.8,0,1.07,0.15,199.1
DOC_105,Dermatology,10,9,14,0,9.1,2,0.91,0.12,104.9
DOC_106,General Medicine,2,1,8,3,12.5,0,0.84,0.13,8.1
DOC_113,Pediatrics,24,23,14,1,15.6,0,1.27,0.14,469.8
DOC_108,Pediatrics,4,3,12,5,18.2,1,1.21,0.17,86.4
DOC_113,Neurology,4,3,14,4,31.8,0,1.27,0.1,125.2
DOC_109,Pediatrics,8,7,14,2,16.7,0,1.21,0.19,138.0
DOC_108,Pediatrics,22,21,12,0,19.1,1,0.81,0.08,378.8
DOC_110,Neurology,7,6,10,5,28.6,0,0.93,0.12,181.9
DOC_105,General Medicine,18,17,9,1,14.2,1,1.19,0.17,348.1
DOC_105,Pediatrics,23,22,9,5,16.4,0,1.09,0.05,484.0
DOC_100,Cardiology,21,20,11,1,21.5,0,1.06,0.14,531.8
DOC_110,Orthopedics,15,14,11,3,16.4,0,1.16,0.12,311.0
DOC_107,Pediatrics,21,20,8,4,15.1,3,0.94,0.09,316.0
DOC_104,Cardiology,10,9,16,5,12.1,0,1.12,0.19,115.1
DOC_108,Cardiology,14,13,9,0,21.9,0,1.28,0.16,484.5
DOC_108,Pediatrics,19,18,10,0,17.9,0,0.82,0.1,356.6
DOC_113,Cardiology,16,15,9,4,24.6,0,0.87,0.08,387.6
DOC_114,Pediatrics,18,17,10,3,16.5,0,1.0,0.1,339.9
DOC_110,Orthopedics,12,11,11,0,18.1,0,1.48,0.08,406.8
DOC_105,Orthopedics,1,0,15,2,21.7,0,0.93,0.19,0.0
DOC_102,Pediatrics,6,5,10,3,13.3,3,0.89,0.15,126.8
DOC_111,General Medicine,23,22,11,5,13.3,2,1.04,0.09,398.9
DOC_104,Cardiology,12,11,9,2,18.2,1,0.98,0.12,252.7
DOC_103,Orthopedics,13,12,10,4,20.6,1,1.23,0.12,389.9
DOC_106,Dermatology,17,16,12,1,10.4,0,0.8,0.12,119.6
DOC_108,General Medicine,23,22,11,0,16.9,0,1.24,0.13,620.1
DOC_112,General Medicine,13,12,11,5,17.3,0,1.42,0.14,338.1
DOC_102,Orthopedics,9,8,11,2,13.4,0,0.93,0.17,117.0
DOC_101,Pediatrics,21,20,10,0,21.0,0,0.86,0.08,493.7
DOC_113,Cardiology,20,19,10,3,17.9,0,1.27,0.17,490.8
DOC_103,Cardiology,20,19,14,1,19.7,1,0.81,0.16,330.5
DOC_112,Cardiology,21,20,8,4,21.0,0,1.4,0.13,549.0
DOC_111,General Medicine,20,19,11,5,17.3,0,0.95,0.2,348.5
DOC_106,General Medicine,19,18,15,0,14.5,0,1.03,0.06,331.3
DOC_112,Pediatrics,10,9,14,2,14.8,0,1.1,0.15,150.8
DOC_104,Orthopedics,24,23,15,0,20.5,0,1.34,0.07,771.4
DOC_102,Neurology,17,16,8,5,24.4,0,0.97,0.1,360.0
DOC_103,Orthopedics,13,12,15,1,16.9,1,0.9,0.15,207.5
DOC_106,Neurology,17,16,12,2,21.6,0,0.88,0.1,293.2
DOC_102,Orthopedics,24,23,9,2,17.6,1,1.46,0.1,740.0
DOC_110,Cardiology,8,7,12,3,20.1,0,1.25,0.1,167.7
DOC_106,Orthopedics,1,0,9,3,19.6,0,1.02,0.12,3.4
DOC_104,Orthopedics,20,19,11,4,16.2,2,0.9,0.1,372.0
DOC_103,Pediatrics,15,14,8,2,17.8,0,1.24,0.09,294.3
DOC_102,Neurology,24,23,17,4,24.6,0,0.81,0.13,429.6
DOC_100,Pediatrics,2,1,9,4,10.7,0,0.89,0.11,6.6
DOC_113,Orthopedics,14,13,15,5,17.5,0,1.1,0.17,251.5
DOC_102,General Medicine,17,16,9,1,16.5,0,1.45,0.15,446.4
DOC_113,Neurology,5,4,16,2,27.6,0,0.94,0.11,96.4
DOC_108,Pediatrics,23,22,14,2,16.4,0,1.31,0.19,472.9
DOC_100,Cardiology,18,17,8,2,20.1,0,1.3,0.07,425.0
DOC_103,Dermatology,18,17,10,0,11.7,0,1.27,0.13,337.9
DOC_114,Pediatrics,3,2,14,1,14.4,3,1.33,0.09,118.2
DOC_100,Dermatology,14,13,15,3,12.9,2,0.89,0.05,187.2
DOC_103,Orthopedics,15,14,9,5,15.7,0,1.0,0.11,257.0
DOC_113,General Medicine,2,1,15,5,8.8,0,1.01,0.09,9.0
DOC_113,Cardiology,12,11,8,1,17.0,0,1.37,0.13,243.0
DOC_104,Cardiology,22,21,8,3,19.4,1,1.45,0.19,567.7
DOC_108,Orthopedics,7,6,11,1,17.5,0,1.08,0.13,133.3
DOC_106,Orthopedics,17,16,11,5,15.2,0,1.09,0.15,308.7
DOC_114,General Medicine,6,5,10,1,18.9,0,0.98,0.2,102.6
DOC_100,Dermatology,5,4,9,1,10.8,0,1.49,0.11,71.9
DOC_113,General Medicine,23,22,12,0,18.6,2,1.44,0.18,682.3
DOC_114,Pediatrics,6,5,10,1,20.7,0,1.37,0.11,169.9
DOC_100,Cardiology,10,9,11,3,18.2,0,1.29,0.1,248.4
DOC_110,Dermatology,18,17,11,3,11.6,0,1.09,0.08,252.9
DOC_111,Neurology,11,10,8,4,25.4,0,0.86,0.08,207.1
DOC_107,Neurology,5,4,15,0,23.4,0,1.37,0.1,153.2
DOC_100,General Medicine,11,10,9,1,20.6,1,1.19,0.13,327.4
DOC_101,Pediatrics,17,16,9,3,11.7,2,1.32,0.14,326.5
DOC_110,Dermatology,19,18,8,1,8.0,0,1.04,0.19,134.8
DOC_101,General Medicine,12,11,14,2,9.6,0,1.39,0.1,155.1
DOC_103,Dermatology,14,13,11,4,12.5,1,1.11,0.05,241.8
DOC_105,Pediatrics,6,5,12,0,11.9,0,0.88,0.14,64.4
DOC_100,Pediatrics,3,2,16,4,14.8,0,1.23,0.17,32.3
DOC_100,Dermatology,14,13,9,1,12.1,0,1.16,0.11,217.5
DOC_107,Pediatrics,13,12,12,5,14.9,0,1.32,0.18,214.4
DOC_113,Orthopedics,4,3,10,2,23.7,0,1.25,0.06,107.5
DOC_103,Neurology,8,7,11,2,20.3,0,1.41,0.06,246.5
DOC_106,Orthopedics,3,2,9,4,14.5,0,1.24,0.08,46.4
DOC_100,Pediatrics,11,10,14,1,14.7,0,1.1,0.19,160.1
DOC_113,Pediatrics,14,13,11,1,15.1,1,0.88,0.1,226.9
DOC_102,Cardiology,13,12,14,4,26.0,0,1.48,0.16,471.8
DOC_101,Dermatology,8,7,10,2,13.5,0,1.22,0.12,140.5
DOC_107,Pediatrics,10,9,14,3,15.7,0,1.11,0.15,152.3
DOC_105,Pediatrics,18,17,8,3,16.3,2,1.15,0.1,339.9
DOC_105,Neurology,12,11,15,5,24.9,0,1.19,0.16,327.9
DOC_107,Orthopedics,7,6,11,2,25.2,1,1.33,0.12,285.8
DOC_111,Pediatrics,20,19,10,1,15.1,0,0.88,0.06,301.2
DOC_103,Neurology,7,6,10,4,29.4,0,0.87,0.11,178.5
DOC_103,Orthopedics,18,17,10,4,16.8,1,0.96,0.11,350.2
DOC_100,Orthopedics,1,0,11,0,18.6,0,1.24,0.12,3.7
DOC_102,Pediatrics,1,0,8,1,12.6,0,1.14,0.19,3.3
DOC_104,Pediatrics,3,2,15,2,10.2,0,1.33,0.19,28.1
DOC_111,Dermatology,12,11,8,4,15.4,0,1.4,0.1,225.7
DOC_106,Neurology,5,4,11,2,23.5,1,1.24,0.07,187.5
DOC_101,Pediatrics,3,2,10,3,21.1,1,1.13,0.08,90.5
DOC_109,General Medicine,16,15,9,0,14.7,3,0.95,0.07,359.0
DOC_113,General Medicine,12,11,10,4,13.2,0,0.83,0.13,144.3
DOC_104,Neurology,3,2,9,5,29.0,0,1.11,0.12,80.9
DOC_109,Neurology,21,20,10,0,24.5,1,1.45,0.08,1036.1
DOC_108,Neurology,22,21,10,3,22.4,2,1.44,0.06,908.4
DOC_103,Cardiology,5,4,10,4,15.7,1,1.32,0.13,124.8
DOC_108,Pediatrics,9,8,9,1,13.2,1,0.96,0.06,146.1
DOC_104,Pediatrics,17,16,10,2,11.2,1,1.2,0.15,267.6
DOC_109,Cardiology,4,3,14,0,23.3,0,0.98,0.19,76.3
DOC_107,Neurology,8,7,10,2,24.7,0,1.44,0.16,285.0
DOC_108,General Medicine,12,11,11,2,14.6,0,0.86,0.18,161.0
DOC_106,Dermatology,24,23,14,3,12.3,0,1.38,0.13,398.9
DOC_114,Dermatology,17,16,11,4,9.4,0,1.23,0.08,216.3
DOC_103,Dermatology,2,1,10,1,11.4,0,1.03,0.06,11.9
DOC_109,Pediatrics,19,18,11,0,12.7,1,1.0,0.08,332.0
DOC_104,Cardiology,8,7,10,2,19.7,1,0.81,0.16,147.5
DOC_100,Neurology,12,11,10,5,28.9,2,1.35,0.12,607.9
DOC_111,Neurology,22,21,15,4,16.0,0,1.21,0.09,429.1
DOC_112,Orthopedics,9,8,10,0,18.3,0,1.16,0.09,230.9
DOC_103,Dermatology,23,22,14,5,11.2,0,1.2,0.19,292.5
DOC_100,General Medicine,17,16,8,1,15.1,0,1.29,0.16,288.7
DOC_106,Pediatrics,17,16,15,4,16.0,0,0.89,0.06,236.8
DOC_103,General Medicine,14,13,10,1,15.7,3,1.23,0.11,374.5
DOC_107,Orthopedics,15,14,8,0,16.8,1,1.14,0.17,303.5
DOC_105,Orthopedics,1,0,9,4,21.2,0,0.98,0.05,0.0
DOC_113,Dermatology,18,17,12,0,15.7,0,1.41,0.14,402.6
DOC_113,Pediatrics,6,5,9,0,12.7,1,0.97,0.2,99.2
DOC_102,Pediatrics,4,3,15,0,12.7,1,0.91,0.08,54.6
DOC_114,Dermatology,15,14,10,0,10.9,1,0.83,0.19,178.9
DOC_111,Pediatrics,15,14,11,1,19.6,1,1.08,0.05,391.9
DOC_102,Dermatology,2,1,8,5,11.8,3,0.99,0.11,43.0
DOC_114,Neurology,3,2,16,5,24.0,2,0.85,0.08,90.5
DOC_100,General Medicine,7,6,14,3,11.8,0,1.09,0.16,78.5
DOC_110,General Medicine,4,3,15,2,11.1,1,0.97,0.06,42.5
DOC_105,Orthopedics,8,7,8,5,18.1,1,1.05,0.15,138.8
DOC_107,Cardiology,13,12,10,3,20.5,0,1.41,0.12,406.4
DOC_110,Orthopedics,24,23,15,4,16.6,0,1.26,0.14,485.9
DOC_107,Pediatrics,16,15,11,2,16.4,0,1.03,0.14,292.3
DOC_106,General Medicine,2,1,10,2,20.8,0,1.01,0.19,27.4
DOC_114,Dermatology,12,11,9,0,8.5,0,0.91,0.1,113.2
DOC_113,Neurology,20,19,9,3,26.8,0,1.15,0.16,672.4
DOC_100,Neurology,18,17,12,4,23.2,1,1.15,0.09,466.5
DOC_114,Pediatrics,6,5,9,3,14.2,0,1.27,0.09,106.9
DOC_104,Dermatology,24,23,12,5,12.5,0,0.83,0.09,228.5
DOC_109,General Medicine,2,1,16,1,14.1,0,1.2,0.19,11.9
DOC_105,General Medicine,3,2,14,4,14.3,2,0.82,0.15,49.2
DOC_110,Cardiology,1,0,11,2,21.5,0,1.49,0.19,3.8
DOC_105,Dermatology,18,17,8,4,11.7,0,0.84,0.11,156.5
DOC_111,Neurology,12,11,10,4,25.6,0,1.48,0.1,497.0
DOC_109,General Medicine,13,12,12,3,19.1,0,1.04,0.15,216.7
DOC_100,General Medicine,13,12,10,2,16.3,0,1.27,0.17,281.6
DOC_109,Neurology,11,10,10,0,28.5,0,0.93,0.07,366.7
DOC_102,Neurology,20,19,11,5,26.7,0,1.04,0.13,619.0
DOC_114,Neurology,16,15,15,4,26.4,0,0.84,0.14,345.5
DOC_107,General Medicine,1,0,11,0,18.8,0,0.99,0.05,1.0
DOC_102,Cardiology,23,22,12,1,23.6,0,1.05,0.07,532.6
DOC_113,Pediatrics,1,0,8,1,17.6,0,0.87,0.17,1.5
DOC_112,Pediatrics,18,17,15,3,18.9,0,1.15,0.19,369.7
DOC_103,Cardiology,21,20,8,5,19.9,0,1.35,0.17,490.4
DOC_107,Neurology,13,12,9,1,23.5,1,1.15,0.19,406.2
DOC_110,Cardiology,15,14,12,2,21.4,1,1.15,0.19,339.1
DOC_104,Orthopedics,17,16,15,4,13.0,2,0.94,0.14,229.9
DOC_103,Dermatology,13,12,10,2,14.0,0,0.87,0.07,176.1
DOC_108,Pediatrics,19,18,9,2,12.1,1,1.39,0.13,378.1
DOC_103,Dermatology,16,15,12,5,10.1,0,0.95,0.06,137.9
DOC_114,General Medicine,16,15,11,2,14.8,1,1.49,0.07,428.8
DOC_103,Neurology,7,6,9,2,30.8,1,0.87,0.17,221.2
DOC_104,Pediatrics,7,6,9,3,19.6,0,1.33,0.19,172.2
DOC_109,Orthopedics,9,8,12,3,18.4,0,0.99,0.19,131.5
DOC_112,Pediatrics,24,23,14,4,12.1,0,1.12,0.06,335.6
DOC_106,Orthopedics,10,9,9,4,14.8,0,1.44,0.08,236.2
DOC_108,Cardiology,14,13,12,3,17.9,2,1.15,0.17,289.3
DOC_105,General Medicine,18,17,9,2,13.5,0,0.98,0.06,269.7
DOC_101,Neurology,19,18,9,3,26.4,0,0.84,0.05,477.2
DOC_105,Cardiology,15,14,16,1,23.8,0,1.14,0.06,371.5
DOC_109,Orthopedics,7,6,9,5,21.9,0,1.5,0.12,229.1
DOC_113,General Medicine,17,16,15,0,11.6,1,0.97,0.19,216.9
DOC_101,General Medicine,12,11,15,2,14.1,0,1.04,0.08,170.6
DOC_113,Pediatrics,8,7,12,2,19.3,0,1.21,0.12,151.9
DOC_101,Pediatrics,1,0,10,2,17.5,0,1.49,0.11,3.0
DOC_111,General Medicine,17,16,10,5,12.8,1,0.82,0.13,211.0
DOC_100,Orthopedics,16,15,14,0,17.1,0,1.14,0.13,346.3
DOC_100,Neurology,24,23,11,0,24.3,0,0.93,0.12,707.2
DOC_112,Pediatrics,6,5,11,3,14.3,0,1.18,0.07,104.0
DOC_106,Pediatrics,10,9,14,2,14.8,0,1.13,0.18,153.3
DOC_101,Orthopedics,6,5,10,0,17.0,1,1.1,0.1,158.3
DOC_111,General Medicine,18,17,9,0,16.4,0,0.97,0.2,349.8
DOC_102,Neurology,14,13,15,5,27.7,0,0.94,0.19,340.9
DOC_109,Cardiology,2,1,9,1,19.8,0,1.38,0.07,33.8
DOC_102,Pediatrics,1,0,9,5,16.5,0,1.06,0.17,4.5
DOC_108,Cardiology,6,5,11,3,21.7,0,1.43,0.19,175.1
DOC_107,Pediatrics,22,21,16,4,13.2,0,1.47,0.06,397.3
DOC_100,Pediatrics,14,13,8,3,22.2,0,1.15,0.09,321.1
DOC_107,Cardiology,20,19,11,4,15.0,1,1.37,0.15,484.7
DOC_108,Pediatrics,9,8,9,0,12.8,0,1.4,0.08,200.2
DOC_108,Cardiology,5,4,11,4,20.1,0,0.88,0.14,84.2
DOC_103,General Medicine,8,7,11,3,19.8,0,0.86,0.11,139.8
DOC_112,Pediatrics,15,14,10,1,14.3,0,1.23,0.19,277.1
DOC_101,Dermatology,16,15,14,1,11.2,0,1.41,0.14,240.6
DOC_111,Orthopedics,23,22,15,0,19.5,0,0.93,0.12,471.5
DOC_110,Cardiology,19,18,14,4,21.4,1,1.04,0.06,448.0
DOC_107,Pediatrics,22,21,11,2,17.0,2,1.22,0.13,569.1
DOC_108,Dermatology,17,16,8,2,12.7,0,1.19,0.1,228.6
DOC_100,General Medicine,17,16,9,5,14.7,0,1.33,0.08,376.7
DOC_111,General Medicine,6,5,10,0,14.8,2,1.44,0.14,211.7
DOC_112,Pediatrics,7,6,10,1,16.7,0,0.93,0.09,114.6
DOC_100,Neurology,16,15,9,5,22.5,1,1.03,0.06,454.8
DOC_113,Pediatrics,3,2,17,3,15.0,1,1.17,0.08,56.9
DOC_111,Orthopedics,17,16,14,3,21.3,1,0.88,0.14,329.2
DOC_110,General Medicine,11,10,8,1,15.9,0,1.25,0.15,183.1
DOC_105,Orthopedics,24,23,17,4,17.5,0,1.33,0.06,524.2
DOC_113,Neurology,3,2,8,5,26.6,0,1.28,0.08,62.0
DOC_109,Orthopedics,18,17,14,4,20.4,0,1.14,0.11,410.9
DOC_102,Orthopedics,17,16,15,1,18.4,1,0.81,0.18,255.7
DOC_111,General Medicine,17,16,11,5,18.7,3,0.82,0.17,343.5
DOC_113,Neurology,18,17,8,5,22.8,1,1.46,0.15,560.3
DOC_105,Cardiology,7,6,10,1,20.4,0,0.98,0.17,138.9
DOC_109,Dermatology,24,23,12,5,8.0,0,1.08,0.1,188.2
DOC_104,Cardiology,7,6,11,1,18.7,0,1.36,0.16,176.8
DOC_111,Neurology,21,20,9,3,23.5,0,1.05,0.13,576.3
DOC_105,Dermatology,15,14,10,3,12.0,0,1.05,0.11,207.7
DOC_106,General Medicine,19,18,14,2,13.0,0,0.92,0.17,214.3
DOC_103,Neurology,23,22,10,2,24.8,0,1.08,0.13,685.7
DOC_114,Dermatology,1,0,15,2,14.9,1,0.91,0.2,18.8
DOC_110,Pediatrics,2,1,16,1,17.2,0,1.38,0.19,20.5
DOC_107,General Medicine,6,5,9,4,19.2,0,1.33,0.16,152.4
DOC_100,Neurology,8,7,16,1,28.2,0,1.32,0.19,236.5
DOC_114,General Medicine,14,13,14,5,18.0,0,1.29,0.05,319.5
DOC_102,Cardiology,5,4,10,1,20.7,0,1.37,0.1,130.5
DOC_114,Neurology,9,8,10,0,21.4,1,1.2,0.15,318.7
DOC_109,Neurology,1,0,8,5,25.6,0,1.27,0.1,8.4
DOC_110,Dermatology,11,10,10,3,10.9,0,0.97,0.16,123.3
DOC_107,Cardiology,12,11,9,4,19.5,0,1.24,0.17,299.5
DOC_103,Neurology,7,6,11,2,30.0,0,1.44,0.2,289.0
DOC_107,Cardiology,23,22,9,0,22.0,0,0.97,0.12,634.2
DOC_112,Pediatrics,8,7,11,3,9.5,2,1.23,0.08,135.4
DOC_113,Orthopedics,13,12,15,1,23.4,1,1.22,0.13,389.2
DOC_108,Orthopedics,6,5,11,5,17.2,1,1.0,0.13,119.6
DOC_113,Cardiology,17,16,17,5,22.4,0,1.03,0.12,351.8
DOC_109,General Medicine,18,17,15,0,17.2,0,1.17,0.05,423.2
DOC_105,General Medicine,12,11,9,0,18.1,0,1.02,0.18,262.7
DOC_108,Pediatrics,12,11,11,2,13.0,0,1.21,0.07,211.7
DOC_104,Pediatrics,20,19,14,2,18.9,0,1.14,0.06,435.0
DOC_105,Orthopedics,16,15,14,5,14.7,0,1.31,0.05,315.1
DOC_106,General Medicine,8,7,10,2,16.5,0,1.39,0.2,180.8
DOC_100,Neurology,7,6,8,4,26.9,0,0.83,0.1,126.3
DOC_111,Dermatology,13,12,11,2,17.7,0,1.46,0.16,356.2
DOC_109,Orthopedics,15,14,16,4,18.7,0,1.18,0.16,284.5
DOC_107,Orthopedics,19,18,17,1,13.7,0,1.39,0.07,335.4
DOC_100,Dermatology,23,22,9,3,12.5,0,1.42,0.11,460.0
DOC_106,Pediatrics,1,0,17,2,13.0,0,1.26,0.09,2.1
DOC_111,Cardiology,5,4,8,0,17.3,1,1.36,0.13,127.7
DOC_113,General Medicine,11,10,14,3,12.6,0,1.35,0.08,182.0
DOC_112,General Medicine,13,12,15,0,13.7,2,1.45,0.05,355.5
DOC_106,Cardiology,11,10,10,2,22.4,0,1.48,0.13,383.3
DOC_112,Dermatology,1,0,11,2,13.2,0,1.32,0.16,0.1
DOC_100,General Medicine,3,2,14,5,9.4,0,1.19,0.05,23.5
DOC_103,General Medicine,2,1,11,4,15.7,0,1.37,0.07,29.3
DOC_105,General Medicine,7,6,8,5,18.7,0,1.25,0.2,123.5
